well_id,latitude,longitude,state,county,well_depth_ft,well_capacity_gpm,water_use,status,year_constructed
AL-USGS-301800087342001,30.282979,-87.556371,Alabama,003,750.0,,Groundwater,Active,
AL-USGS-301803087401401,30.301035,-87.670541,Alabama,003,125.0,,Groundwater,Active,
AL-USGS-301804087314701,30.301312,-87.529703,Alabama,003,75.0,,Groundwater,Active,
AL-USGS-301804087403201,30.301312,-87.675541,Alabama,003,428.0,,Groundwater,Active,
AL-USGS-301817087422601,30.304923,-87.707209,Alabama,003,192.7,,Groundwater,Active,
AL-USGS-301818087405101,30.305201,-87.680819,Alabama,003,193.0,,Groundwater,Active,
AL-USGS-301818087405102,30.305201,-87.680819,Alabama,003,193.0,,Groundwater,Active,
AL-USGS-301818087422101,30.305201,-87.70582,Alabama,003,198.0,,Groundwater,Active,
AL-USGS-301821087432301,30.306034,-87.723043,Alabama,003,184.0,,Groundwater,Active,
AL-USGS-301825087313201,30.307146,-87.525537,Alabama,003,28.0,,Groundwater,Active,
AL-USGS-301841087405601,30.31159,-87.682208,Alabama,003,205.0,,Groundwater,Active,
AL-USGS-301841087410501,30.31159,-87.684708,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301841087415001,30.31159,-87.697208,Alabama,003,213.0,,Groundwater,Active,
AL-USGS-301842087414501,30.311867,-87.695819,Alabama,003,205.6,,Groundwater,Active,
AL-USGS-301845087410501,30.312701,-87.684708,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301858087434201,30.316312,-87.72832,Alabama,003,190.0,,Groundwater,Active,
AL-USGS-301913087524101,30.320478,-87.714153,Alabama,003,79.0,,Groundwater,Active,
AL-USGS-301918087320501,30.321867,-87.534704,Alabama,003,40.0,,Groundwater,Active,
AL-USGS-301923087320701,30.323256,-87.535259,Alabama,003,62.0,,Groundwater,Active,
AL-USGS-301927087380001,30.324367,-87.633318,Alabama,003,100.0,,Groundwater,Active,
AL-USGS-301928087323101,30.324645,-87.541926,Alabama,003,78.0,,Groundwater,Active,
AL-USGS-301929087410701,30.324923,-87.685264,Alabama,003,350.0,,Groundwater,Active,
AL-USGS-301933087402801,30.326034,-87.67443,Alabama,003,325.0,,Groundwater,Active,
AL-USGS-301935087380001,30.326589,-87.633318,Alabama,003,71.0,,Groundwater,Active,
AL-USGS-301939087314801,30.3277,-87.529981,Alabama,003,60.0,,Groundwater,Active,
AL-USGS-302010088192501,30.336312,-88.323617,Alabama,097,28.0,,Groundwater,Active,
AL-USGS-302016088070401,30.337978,-88.117777,Alabama,097,90.0,,Groundwater,Active,
AL-USGS-302017087381401,30.338256,-87.637207,Alabama,003,435.0,,Groundwater,Active,
AL-USGS-302017087381402,30.338256,-87.637207,Alabama,003,256.0,,Groundwater,Active,
AL-USGS-302024087325401,30.3402,-87.548315,Alabama,003,330.0,,Groundwater,Active,
AL-USGS-302028087460601,30.341311,-87.768322,Alabama,003,30.0,,Groundwater,Active,
AL-USGS-302033087390001,30.3427,-87.649985,Alabama,003,70.0,,Groundwater,Active,
AL-USGS-302039087453701,30.344366,-87.760266,Alabama,003,273.0,,Groundwater,Active,
AL-USGS-302048087391501,30.349644,-87.650818,Alabama,003,,,Groundwater,Active,
AL-USGS-302052087331901,30.347978,-87.55526,Alabama,003,81.0,,Groundwater,Active,
AL-USGS-302100087464201,30.3502,-87.778322,Alabama,003,250.0,,Groundwater,Active,
AL-USGS-302101087294801,30.350478,-87.496647,Alabama,003,45.0,,Groundwater,Active,
AL-USGS-302118087302701,30.3552,-87.507481,Alabama,003,42.0,,Groundwater,Active,
AL-USGS-302120087374201,30.355556,-87.628333,Alabama,003,247.5,,Groundwater,Active,
AL-USGS-302122087302101,30.356311,-87.505814,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-302123087472501,30.356588,-87.790267,Alabama,003,55.0,,Groundwater,Active,
AL-USGS-302125087294201,30.357144,-87.49498,Alabama,003,35.0,,Groundwater,Active,
AL-USGS-302125087472901,30.357144,-87.791378,Alabama,003,110.0,,Groundwater,Active,
AL-USGS-302126087404301,30.357422,-87.678597,Alabama,003,90.0,,Groundwater,Active,
AL-USGS-302129087473101,30.358255,-87.791934,Alabama,003,188.0,,Groundwater,Active,
AL-USGS-302129087474101,30.358255,-87.794712,Alabama,003,200.0,,Groundwater,Active,
AL-USGS-302130087440301,30.358533,-87.734154,Alabama,003,500.0,,Groundwater,Active,
AL-USGS-302131087451501,30.35881,-87.754155,Alabama,003,57.0,,Groundwater,Active,
AL-USGS-302131087451502,30.35881,-87.754155,Alabama,003,,,Groundwater,Active,
AL-USGS-302132087280001,30.359088,-87.466646,Alabama,003,35.0,,Groundwater,Active,
AL-USGS-302137088063401,30.360478,-88.109444,Alabama,097,400.0,,Groundwater,Active,
AL-USGS-302138087342501,30.360755,-87.573594,Alabama,003,35.0,,Groundwater,Active,
AL-USGS-302138087343901,30.360755,-87.577483,Alabama,003,155.0,,Groundwater,Active,
AL-USGS-302145087360701,30.362699,-87.601928,Alabama,003,196.0,,Groundwater,Active,
